sgRNA	Gene	Diff	Lower	Upper
ALDH9A1_-_165667803.23-P1P2	ALDH9A1	879	1	0
ALK_+_30144436.23-P1P2	ALK	4648	2653	3
ALK_-_30144392.23-P1P2	ALK	2988	2852	1691
ALLC_-_3705832.23-P1P2	ALLC	2768	3138	870
ALLC_-_3706094.23-P1P2	ALLC	1051	2	442
ALOX5_+_45869730.23-P1P2	ALOX5	1189	3189	1
ALOX5_+_45869734.23-P1P2	ALOX5	650	5308	1
ALOX5_-_45870075.23-P1P2	ALOX5	2254	6	1
ALOX5_-_45870079.23-P1P2	ALOX5	1265	8	1583
ALOX5_-_45870102.23-P1P2	ALOX5	1759	1	3
ALPI_+_233320899.23-P1P2	ALPI	824	3313	1
ALPI_+_233321300.23-P1P2	ALPI	1229	7868	3503
ALPI_-_233321239.23-P1P2	ALPI	679	1	1031
ALPK1_+_113218522.23-P1P2	ALPK1	3080	1	2
ALPK2_+_56296241.23-ENST00000361673.3	ALPK2	1550	0	1
ALPK3_-_85360394.23-P1P2	ALPK3	2328	5	4
ALPK3_-_85360414.23-P1P2	ALPK3	1108	2	2660
ALPK3_-_85360833.23-P1P2	ALPK3	4885	2	1438
ALPL_+_21835943.23-P1	ALPL	897	2	3185
ALPL_+_21835964.23-P1	ALPL	1185	4	1619
ALPL_+_21836361.23-P1	ALPL	2303	3	3808
ALPL_+_21877779.23-P2	ALPL	1081	9	3269
ALPL_-_21836424.23-P1	ALPL	1704	0	0
ALPL_-_21877787.23-P2	ALPL	918	2	2211
ALPL_-_21877856.23-P2	ALPL	1299	2392	0
ALPL_-_21877871.23-P2	ALPL	276	1115	1613
ALPPL2_+_233271563.23-P1P2	ALPPL2	4309	1635	1659
ALPPL2_+_233271588.23-P1P2	ALPPL2	1194	1	0
ALPPL2_+_233271948.23-P1P2	ALPPL2	2769	3054	3529
AMHR2_+_53818923.23-P1P2	AMHR2	2615	2	1130
AMHR2_+_53819137.23-P1P2	AMHR2	3092	3	4412
AMHR2_+_53819383.23-P1P2	AMHR2	1599	6721	1703
AMN_+_103389039.23-P1	AMN	814	1	1375
AMN_+_103389216.23-P1	AMN	5663	1	1990
AMN_+_103395231.23-P2	AMN	2308	1	0
AMN_+_103395370.23-P2	AMN	1348	0	1245
AMN_+_103395419.23-P2	AMN	1476	2	1
AMN_-_103389029.23-P1	AMN	2461	1	1618
AMN_-_103389087.23-P1	AMN	2448	0	2537
AMN_-_103395024.23-P2	AMN	1441	6	5379
AMN_-_103395326.23-P2	AMN	2418	1	0
AMT_+_49459848.23-P1P2	AMT	1656	1	3624
AMT_+_49459858.23-P1P2	AMT	1374	4	2
AMT_+_49459861.23-P1P2	AMT	1089	3	10
AMT_-_49459857.23-P1P2	AMT	692	4	0
AMY2A_+_104159553.23-P1P2	AMY2A	2695	0	3674
AMY2A_-_104159734.23-P1P2	AMY2A	1604	5212	4
ANKK1_+_113258562.23-P1P2	ANKK1	5554	2241	2702
ANKK1_+_113258924.23-P1P2	ANKK1	33	1	0
ANKK1_-_113258522.23-P1P2	ANKK1	1474	0	0
ANXA2_+_60689732.23-P1P2	ANXA2	1265	3	5237
ANXA2_+_60690063.23-P1P2	ANXA2	3616	4	2002
ANXA2_-_60689707.23-P1P2	ANXA2	238	3392	1
ANXA2_-_60689776.23-P1P2	ANXA2	940	11310	1370
ANXA2_-_60690116.23-P1P2	ANXA2	4876	4	1876
ANXA3_+_79472940.23-P1P2	ANXA3	2536	3	1948
ANXA3_+_79473255.23-P1P2	ANXA3	1198	0	2
ANXA3_-_79473131.23-P1P2	ANXA3	3827	4527	3
ANXA3_-_79473265.23-P1P2	ANXA3	541	0	1
ANXA5_-_122617573.23-P1P2	ANXA5	891	0	1356
ANXA5_-_122617717.23-P1P2	ANXA5	2652	2675	1993
ANXA5_-_122618086.23-P1P2	ANXA5	1449	0	0
APCS_-_159557638.23-P1P2	APCS	2528	6165	1306
APOE_-_45409117.23-P1P2	APOE	2029	1	3622
APOE_-_45409137.23-P1P2	APOE	1415	5333	3
APOH_+_64223962.23-P2	APOH	1331	4	1512
APOH_+_64224202.23-P2	APOH	1435	1	3
APOH_+_64225521.23-P1	APOH	2601	1	2
APOH_-_64224067.23-P2	APOH	5272	1921	1240
APOH_-_64225455.23-P1	APOH	642	0	1449
APOH_-_64225487.23-P1	APOH	399	2505	2
APOH_-_64225515.23-P1	APOH	1665	1	1
APOH_-_64225529.23-P1	APOH	1926	1	1751
APRT_+_88877892.23-P1P2	APRT	1378	2524	1524
APRT_+_88877930.23-P1P2	APRT	5931	4	5
APRT_-_88878302.23-P1P2	APRT	1230	2954	4598
APRT_-_88878308.23-P1P2	APRT	2367	2870	3736
ARAF_+_47420611.23-P1P2	ARAF	3323	2	2
ARAF_-_47420581.23-P1P2	ARAF	1468	2	2223
ARAF_-_47420629.23-P1P2	ARAF	3755	3	1
ARAF_-_47420650.23-P1P2	ARAF	4550	5091	2578
ARAF_-_47420655.23-P1P2	ARAF	3056	2	2733
ARF1_-_228270444.23-P1P2	ARF1	3204	2	4347
ARF1_-_228270479.23-P1P2	ARF1	1587	0	0
ARF1_-_228270510.23-P1P2	ARF1	4156	2	1886
ARF1_-_228270878.23-P1P2	ARF1	2708	4	2165
ARF6_-_50360206.23-P1	ARF6	1734	1	1245
ARF6_-_50360232.23-P1	ARF6	6152	1	1932
ARF6_-_50361209.23-P2	ARF6	2553	4	2
ARHGAP26_+_142150361.23-P1P2	ARHGAP26	3968	4559	2503
ARHGAP26_-_142149986.23-P1P2	ARHGAP26	2126	0	1
ARL1_+_101801468.23-P1P2	ARL1	898	2658	0
ARL1_+_101801483.23-P1P2	ARL1	2978	2	1516
ARL3_+_104474074.23-P1P2	ARL3	4921	6	1968
ARL3_+_104474107.23-P1P2	ARL3	1071	6950	1579
ARL3_-_104474009.23-P1P2	ARL3	2698	987	2
ARL3_-_104474089.23-P1P2	ARL3	1618	1	2009
ARL5B_-_18948336.23-P1P2	ARL5B	1047	0	1
ARL5B_-_18948344.23-P1P2	ARL5B	1303	0	0
ARL5B_-_18948348.23-P1P2	ARL5B	3990	5732	2116
ARL5B_-_18948364.23-P1P2	ARL5B	795	1258	848
ARPC1B_+_98972315.23-P1P2	ARPC1B	4187	3	5
ARPC1B_+_98972356.23-P1P2	ARPC1B	1348	5179	1868
ARPC1B_+_98972769.23-P1P2	ARPC1B	1468	2	2
ARPC2_+_219103598.23-P2	ARPC2	1528	0	0
ARPC2_-_219081891.23-P1	ARPC2	1327	5458	1790
ARPC2_-_219103724.23-P2	ARPC2	1660	0	0
ARPC2_-_219103871.23-P2	ARPC2	2478	4	1520
ARPC3_-_110882896.23-P2	ARPC3	1788	1	2061
ARPC3_-_110888115.23-P1	ARPC3	658	0	1
ARPC4_+_9834836.23-P1P2	ARPC4	2645	3	2775
ARPC5_+_183604702.23-P1P2	ARPC5	1021	2501	3
ARPC5_+_183604896.23-P1P2	ARPC5	3259	3	2369
ARSA_+_51066539.23-P1P2	ARSA	1498	1	1
ARSA_+_51066550.23-P1P2	ARSA	1818	2178	6648
ART1_-_3666414.23-P1P2	ART1	2027	0	0
ASGR2_+_7017555.23-P1P2	ASGR2	1383	582	1497
ASGR2_-_7017722.23-P1P2	ASGR2	1344	0	0
ASGR2_-_7017726.23-P1P2	ASGR2	1698	3366	0
ASGR2_-_7017962.23-P1P2	ASGR2	2255	5116	1696
ASGR2_-_7017981.23-P1P2	ASGR2	1435	6554	5
ASNA1_+_12848373.23-P1P2	ASNA1	2211	8005	1595
ASNA1_+_12848698.23-P1P2	ASNA1	1189	9523	4
ASNA1_-_12847970.23-P1P2	ASNA1	1269	2	1770
ASRGL1_+_62105004.23-P1P2	ASRGL1	3708	4971	4
ASRGL1_+_62105040.23-P1P2	ASRGL1	3808	2	1196
ASRGL1_-_62104973.23-P1P2	ASRGL1	1523	2329	2
ASRGL1_-_62105346.23-P1P2	ASRGL1	1475	2	1
ASS1_+_133320415.23-P1P2	ASS1	533	3	1
ASS1_+_133320791.23-P1P2	ASS1	1167	1	1000
ASS1_-_133320387.23-P1P2	ASS1	3654	3532	4906
ATM_+_108094013.23-P1P2	ATM	1195	2	1946
ATM_-_108093795.23-P1P2	ATM	234	1	1916
ATM_-_108093829.23-P1P2	ATM	2040	2	0
ATM_-_108093839.23-P1P2	ATM	660	0	0
ATOX1_-_151137774.23-P1P2	ATOX1	4542	3066	5
ATOX1_-_151138108.23-P1P2	ATOX1	5586	2	4
ATOX1_-_151138119.23-P1P2	ATOX1	4033	1	1976
ATOX1_-_151138125.23-P1P2	ATOX1	2706	3	2812
ATOX1_-_151138136.23-P1P2	ATOX1	3724	6	3243
ATP1A1_+_116916023.23-P1P2	ATP1A1	1690	0	0
ATP1A1_+_116916694.23-P1P2	ATP1A1	4114	2	1898
ATP1A1_-_116915929.23-P1P2	ATP1A1	1218	5354	3126
ATP1A1_-_116915944.23-P1P2	ATP1A1	2159	6	1446
ATP1A1_-_116916334.23-P1P2	ATP1A1	1501	1	0
ATP2A1_+_28890222.23-P1P2	ATP2A1	2413	1	1
ATP2A1_-_28889833.23-P1P2	ATP2A1	3534	2	1301
ATP2C1_+_130613095.23-P1P2	ATP2C1	3043	0	956
ATP2C1_+_130613395.23-P1P2	ATP2C1	1246	6740	1625
ATP2C1_-_130613510.23-P1P2	ATP2C1	600	2	6668
ATP4A_+_36048542.23-P2	ATP4A	2591	5	1032
ATP4A_+_36048719.23-P2	ATP4A	1918	3562	2167
ATP4A_+_36054077.23-P1	ATP4A	1178	1	2730
ATP4A_+_36054145.23-P1	ATP4A	881	0	1
ATP4A_+_36054525.23-P1	ATP4A	2228	1432	3214
ATP4A_+_36054554.23-P1	ATP4A	1964	1	2
ATP4A_-_36048282.23-P2	ATP4A	3049	1	0
ATP4A_-_36048687.23-P2	ATP4A	2107	3982	1662
ATP5A1_+_43669663.23-P2	ATP5A1	1458	2	1931
ATP5A1_+_43678149.23-P1	ATP5A1	1235	2	2
ATP5A1_+_43678237.23-P1	ATP5A1	2707	3343	1
ATP5A1_-_43669651.23-P2	ATP5A1	1793	1	1701
ATP5A1_-_43669654.23-P2	ATP5A1	2111	4182	3322
ATP5C1_+_7830138.23-P1P2	ATP5C1	3420	2	0
ATP6V1C1_-_104033361.23-P1P2	ATP6V1C1	1589	0	3
ATP8A1_-_42658683.23-P1P2	ATP8A1	2273	3	3862
ATP8A1_-_42659062.23-P1P2	ATP8A1	1354	3	5723
ATP8A1_-_42659065.23-P1P2	ATP8A1	1554	4	3
ATP8A1_-_42659112.23-P1P2	ATP8A1	2656	5	6286
AURKAIP1_+_1310184.23-P1P2	AURKAIP1	1761	3190	6
AURKAIP1_-_1310201.23-P1P2	AURKAIP1	2132	2	2
AURKC_+_57742445.23-P1P2	AURKC	824	2903	0
AURKC_-_57742432.23-P1P2	AURKC	1421	3	2191
AURKC_-_57742487.23-P1P2	AURKC	4780	2	1813
AVPR1A_+_63544503.23-P1P2	AVPR1A	826	0	0
AVPR1A_+_63544956.23-P1P2	AVPR1A	450	0	0
AVPR1A_-_63544766.23-P1P2	AVPR1A	1144	0	1
AVPR1A_-_63544900.23-P1P2	AVPR1A	2038	3922	4493
AVPR1B_+_206223991.23-P1P2	AVPR1B	3513	5320	1578
AVPR1B_+_206223995.23-P1P2	AVPR1B	2209	4722	2
AVPR1B_+_206224162.23-P1P2	AVPR1B	683	2987	3
AVPR1B_-_206223987.23-P1P2	AVPR1B	5886	2908	1397
AVPR2_+_153170186.23-P1P2	AVPR2	776	2530	3089
AVPR2_+_153170422.23-P1P2	AVPR2	2512	4	2067
AVPR2_+_153170553.23-P1P2	AVPR2	1025	1	1896
AVPR2_-_153170663.23-P1P2	AVPR2	2367	7720	5
AXL_+_41725166.23-P1P2	AXL	3006	4	1805
AXL_-_41725322.23-P1P2	AXL	1603	4	2
AXL_-_41725592.23-P1P2	AXL	1564	3	2
AZGP1_+_99573256.23-P1P2	AZGP1	814	1	0
AZGP1_+_99573276.23-P1P2	AZGP1	976	1	2325
AZGP1_+_99573447.23-P1P2	AZGP1	2445	1	3
AZGP1_-_99573392.23-P1P2	AZGP1	2371	2	0
B2M_+_45003754.23-P1	B2M	2233	2	1724
B2M_+_45003760.23-P1	B2M	2238	3	2136
B2M_+_45004135.23-P1	B2M	1958	2	2
B2M_+_45007848.23-P2	B2M	2705	10624	1583
B2M_+_45007852.23-P2	B2M	890	2	1739
B2M_+_45008205.23-P2	B2M	1092	2	1931
B2M_-_45003947.23-P1	B2M	1403	5	3024
B4GALT1_-_33166777.23-P1P2	B4GALT1	156	1	1
B4GALT1_-_33167098.23-P1P2	B4GALT1	2805	4	1619
B4GALT1_-_33167114.23-P1P2	B4GALT1	2024	2	1622
B4GALT2_+_44444940.23-P1P2	B4GALT2	4092	2	3
B4GALT2_+_44444945.23-P1P2	B4GALT2	1988	7	2835
B4GALT2_+_44445285.23-P1P2	B4GALT2	2955	6	3021
B4GALT2_+_44445388.23-P1P2	B4GALT2	3167	1	2
B4GALT2_+_44445508.23-P1P2	B4GALT2	433	1	1365
B4GALT3_+_161146860.23-P1P2	B4GALT3	1442	1	0
B4GALT3_+_161147226.23-P1P2	B4GALT3	1915	0	1
B4GALT3_-_161146830.23-P1P2	B4GALT3	788	0	0
B4GALT4_-_118959253.23-P1P2	B4GALT4	3678	2399	2
B4GALT4_-_118959700.23-P1P2	B4GALT4	2112	3152	3
B4GALT4_-_118959706.23-P1P2	B4GALT4	1253	1	2
BACE1_+_117186910.23-P1P2	BACE1	2179	0	1
BACE1_-_117186930.23-P1P2	BACE1	3024	2	0
BACE1_-_117186976.23-P1P2	BACE1	2289	4	1060
BAG1_+_33264282.23-P1P2	BAG1	3112	1034	3199
BAG1_+_33264334.23-P1P2	BAG1	3002	0	1278
BAG1_+_33264347.23-P1P2	BAG1	1476	7	2726
BAG1_+_33264674.23-P1P2	BAG1	1575	3518	1
BAG1_-_33264226.23-P1P2	BAG1	2816	2	0
BAIAP2L1_+_98030294.23-P1P2	BAIAP2L1	1210	4	3324
BAIAP2L1_-_98030369.23-P1P2	BAIAP2L1	1404	1	1175
BAIAP2L1_-_98030377.23-P1P2	BAIAP2L1	1968	4	1572
BBOX1_+_27077219.23-P1	BBOX1	1778	1	1591
BBOX1_+_27077310.23-P1	BBOX1	2595	2	3
BBOX1_-_27062990.23-P2	BBOX1	793	0	0
BBOX1_-_27063389.23-P2	BBOX1	2833	3200	2
BBOX1_-_27063410.23-P2	BBOX1	1015	5712	792
BCAT2_+_49313840.23-P1P2	BCAT2	3991	4797	479
BCAT2_+_49313857.23-P1P2	BCAT2	1475	2	0
BCAT2_+_49314243.23-P1P2	BCAT2	1850	2	1382
BCAT2_-_49314274.23-P1P2	BCAT2	2859	5147	3
BCKDK_+_31119819.23-P1P2	BCKDK	4100	3	4493
BCKDK_+_31119948.23-P1P2	BCKDK	3509	1	2
BCKDK_-_31119715.23-P1P2	BCKDK	3628	3	2
BCR_+_23522602.23-P1P2	BCR	713	2	1963
BCR_+_23523092.23-P1P2	BCR	1286	1991	2
BCR_+_23523145.23-P1P2	BCR	2535	2907	1810
BCR_-_23522662.23-P1P2	BCR	2417	3290	2647
BCR_-_23523163.23-P1P2	BCR	2938	4	5103
BDH1_+_197282818.23-P1	BDH1	1918	3664	1709
BDH1_+_197282821.23-P1	BDH1	1501	0	1297
BDH1_+_197299833.23-P2	BDH1	1572	2	1
BDH1_+_197300005.23-P2	BDH1	2512	2	1
BDH1_-_197282430.23-P1	BDH1	3503	3359	1863
BDH1_-_197282459.23-P1	BDH1	2412	1	1
BDH1_-_197300158.23-P2	BDH1	1380	0	5110
BDKRB2_-_96671212.23-P1P2	BDKRB2	1466	1	2023
BDKRB2_-_96671239.23-P1P2	BDKRB2	1146	3	0
BDKRB2_-_96671258.23-P1P2	BDKRB2	1100	1977	5522
BEGAIN_+_101014112.23-P2	BEGAIN	1157	2	1199
BEGAIN_+_101053379.23-P1	BEGAIN	1425	4	2935
BEGAIN_+_101053679.23-P1	BEGAIN	2848	5235	3749
BEGAIN_-_101014193.23-P2	BEGAIN	3151	4855	2
BGLAP_+_156182825.23-P1P2	BGLAP	1185	3340	2
BGLAP_-_156182790.23-P1P2	BGLAP	1319	1	1
BHMT2_+_78365650.23-P1P2	BHMT2	3989	2	2
BHMT2_+_78365811.23-P1P2	BHMT2	383	0	1511
BHMT2_+_78366015.23-P1P2	BHMT2	2820	1	4
BHMT2_-_78365608.23-P1P2	BHMT2	6600	6874	1543
BHMT_+_78407660.23-P1P2	BHMT	657	3	782
BHMT_+_78407670.23-P1P2	BHMT	2150	2534	3563
BHMT_-_78407639.23-P1P2	BHMT	1825	2	2
BLK_+_11351913.23-P1P2	BLK	3623	4340	3807
BLK_-_11351904.23-P1P2	BLK	463	2	1760
BLVRA_+_43798323.23-P1	BLVRA	2047	1	3963
BLVRA_+_43798673.23-P1	BLVRA	2596	2436	2673
BLVRA_+_43803794.23-P2	BLVRA	1045	1	0
BLVRA_+_43804242.23-P2	BLVRA	1334	0	1682
BLVRA_+_43804270.23-P2	BLVRA	2363	0	0
BLVRA_-_43798338.23-P1	BLVRA	3459	2342	2373
BLVRA_-_43803827.23-P2	BLVRA	2778	2443	1
BLVRA_-_43804199.23-P2	BLVRA	1821	1	2015
BLVRB_+_40971387.23-P1P2	BLVRB	1315	1	2763
BLVRB_-_40971633.23-P1P2	BLVRB	1835	2	1041
BMP2K_-_79697913.23-P1P2	BMP2K	1091	2	0
BMPR1A_-_88516386.23-P1P2	BMPR1A	2419	1	1459
BMPR1A_-_88516862.23-P1P2	BMPR1A	3690	3078	1456
BMPR1B_-_95679183.23-P1P2	BMPR1B	1157	4	4214
BMPR1B_-_95679535.23-P1P2	BMPR1B	2763	4	3229
BMPR1B_-_95679541.23-P1P2	BMPR1B	3317	3940	5920
BMPR2_+_203241093.23-P1P2	BMPR2	1110	1	2
BMPR2_+_203241440.23-P1P2	BMPR2	539	0	1513
BMPR2_-_203241426.23-P1P2	BMPR2	262	0	1
BMX_+_15518931.23-P1P2	BMX	3532	2	2558
BMX_+_15518990.23-P1P2	BMX	4948	7432	1779
BMX_+_15519408.23-P1P2	BMX	1933	0	2
BMX_-_15518995.23-P1P2	BMX	3263	2558	2
BPHL_+_3118965.23-P1P2	BPHL	1326	2686	3285
BPHL_+_3118994.23-P1P2	BPHL	7022	1240	5
BPHL_-_3118980.23-P1P2	BPHL	3755	1	3026
BPHL_-_3118993.23-P1P2	BPHL	1577	1	1871
BPI_+_36932636.23-P1P2	BPI	1942	14083	1551
BPI_+_36932649.23-P1P2	BPI	1343	0	2
BPI_+_36933042.23-P1P2	BPI	2816	1	1854
BRAF_+_140624087.23-P1P2	BRAF	1104	5629	2
BRAF_-_140624678.23-P1P2	BRAF	878	2	1567
BRAF_-_140624717.23-P1P2	BRAF	2968	2709	785
BRAF_-_140624725.23-P1P2	BRAF	910	5	2474
BRD2_+_32938718.23-P2	BRD2	912	4	1365
BRD2_+_32938730.23-P2	BRD2	778	6230	2635
BRD2_+_32938799.23-P2	BRD2	688	3374	3
BRD2_+_32940409.23-P1	BRD2	1080	5233	1
BRD2_-_32938736.23-P2	BRD2	5418	4241	6864
BRD2_-_32938775.23-P2	BRD2	1431	2	1020
BRD3_+_136932685.23-P1P2	BRD3	1757	2	2
BRD3_+_136933110.23-P1P2	BRD3	305	1	1526
BRD3_+_136933116.23-P1P2	BRD3	2267	6039	3
BRD3_-_136933086.23-P1P2	BRD3	5060	3687	1694
BRD3_-_136933100.23-P1P2	BRD3	3380	2	1666
BRDT_+_92414997.23-P1P2	BRDT	2122	3	6502
BRDT_+_92415234.23-P1P2	BRDT	1651	9103	5473
BRDT_-_92414973.23-P1P2	BRDT	1712	0	0
BRSK1_-_55795395.23-P1P2	BRSK1	1288	0	1017
BRSK1_-_55795404.23-P1P2	BRSK1	699	2	0
BRSK1_-_55795754.23-P1P2	BRSK1	2244	0	0
BRSK1_-_55795805.23-P1P2	BRSK1	2415	3	1962
BRSK2_+_1411183.23-P1P2	BRSK2	3564	1	1276
BRSK2_+_1411277.23-P1P2	BRSK2	701	5716	1750
BST1_+_15704762.23-P1P2	BST1	2418	5	1
BST1_-_15704748.23-P1P2	BST1	1663	1	1362
BST1_-_15704960.23-P1P2	BST1	836	11579	5391
BTK_+_100641187.23-P1P2	BTK	1775	1	1365
BTK_-_100641113.23-P1P2	BTK	2829	4	5
BTK_-_100641135.23-P1P2	BTK	4324	6137	2006
C17orf75_+_30669166.23-P1P2	C17orf75	5518	3164	6453
C17orf75_+_30669177.23-P1P2	C17orf75	1244	2509	1760
C17orf75_-_30668957.23-P1P2	C17orf75	582	0	0
C17orf75_-_30669152.23-P1P2	C17orf75	1086	1	4590
C1QA_+_22963136.23-P1P2	C1QA	2292	5237	1573
C1QA_-_22963175.23-P1P2	C1QA	968	0	1958
C1QB_-_22979726.23-P1P2	C1QB	2358	7	2965
C1QB_-_22979740.23-P1P2	C1QB	443	0	0
C1QB_-_22979843.23-P1P2	C1QB	760	2	66
C1QC_-_22970169.23-P1P2	C1QC	1621	0	0
C1QC_-_22970394.23-P1P2	C1QC	471	0	0
C1R_+_7245016.23-P1P2	C1R	5510	6627	4
C1R_-_7244605.23-P1P2	C1R	209	1	0
C1R_-_7244637.23-P1P2	C1R	2530	4	0
C1S_-_7168083.23-P1P2	C1S	3658	6	3002
C1S_-_7168284.23-P1P2	C1S	1661	2699	3
C1S_-_7168456.23-P1P2	C1S	1459	1	2
C3_+_6720438.23-P1P2	C3	2634	2926	1
C3_+_6720583.23-P1P2	C3	1358	2566	2
C3_-_6720601.23-P1P2	C3	2346	3	0
C4A_+_31949813.23-ENST00000428956.2	C4A	4471	5044	803
C4A_+_31949878.23-ENST00000428956.2	C4A	5313	4312	4343
C4A_-_31950166.23-ENST00000428956.2	C4A	4685	1752	6884
C4A_-_31950176.23-ENST00000428956.2	C4A	986	2	0
C4B_+_31982551.23-ENST00000435363.2	C4B	4471	5044	803
C4B_+_31982616.23-ENST00000435363.2	C4B	5313	4312	4343
C4B_-_31982904.23-ENST00000435363.2	C4B	4685	1752	6884
C4B_-_31982914.23-ENST00000435363.2	C4B	986	2	0
C5_+_123812097.23-P1P2	C5	1169	5609	4
C5_+_123812471.23-P1P2	C5	1027	0	0
C8G_+_139840046.23-P1P2	C8G	2318	5	1
C8G_+_139840055.23-P1P2	C8G	1463	0	1621
C8G_-_139839725.23-P1P2	C8G	901	9580	1
C8G_-_139839737.23-P1P2	C8G	2956	4	4018
C9orf96_+_136243280.23-P1P2	C9orf96	1973	2030	1500
C9orf96_+_136243653.23-P1P2	C9orf96	1402	0	0
C9orf96_-_136243249.23-P1P2	C9orf96	1037	1	2
C9orf96_-_136243277.23-P1P2	C9orf96	777	1	74
CA10_+_50235658.23-P1P2	CA10	1553	1	1002
CA10_+_50235675.23-P1P2	CA10	2748	4	1574
CA10_+_50236049.23-P1P2	CA10	649	1	0
CA10_-_50235685.23-P1P2	CA10	6018	2710	4282
CA11_+_49148840.23-P1P2	CA11	3215	4	1
CA11_+_49148889.23-P1P2	CA11	4229	0	1
CA11_+_49149355.23-P1P2	CA11	1477	0	828
CA11_-_49148908.23-P1P2	CA11	2358	6146	2007
CA12_+_63673833.23-P1P2	CA12	1211	1829	0
CA12_+_63673971.23-P1P2	CA12	1602	0	0
CA12_+_63674021.23-P1P2	CA12	3546	4120	2653
CA13_+_86157720.23-P1P2	CA13	2660	2685	1019
CA13_+_86158000.23-P1P2	CA13	1123	1	0
CA13_-_86157748.23-P1P2	CA13	2332	1	1168
CA13_-_86157765.23-P1P2	CA13	3543	2	1783
CA13_-_86158065.23-P1P2	CA13	1348	3079	1611
CA1_-_86290329.23-P1P2	CA1	731	7197	4522
CA2_+_86376261.23-P1P2	CA2	1517	4	0
CA2_+_86376264.23-P1P2	CA2	1646	102	1274
CA2_+_86376646.23-P1P2	CA2	1942	5	1427
CA3_-_86351097.23-P1P2	CA3	1355	4273	1462
CA3_-_86351132.23-P1P2	CA3	3213	1	1
CA3_-_86351141.23-P1P2	CA3	2407	392	1
CA3_-_86351154.23-P1P2	CA3	2305	1	3729
CA4_+_58227730.23-P1P2	CA4	2641	3663	1815
CA4_-_58227374.23-P1P2	CA4	594	1737	1513
CA4_-_58227726.23-P1P2	CA4	1256	1	0
CA5A_+_87969813.23-P1P2	CA5A	1033	4	1252
CA5A_+_87969837.23-P1P2	CA5A	1313	2	1
CA5A_-_87969821.23-P1P2	CA5A	1103	2	749
CA5A_-_87969831.23-P1P2	CA5A	1104	2	3379
CA5B_-_15756390.23-P1P2	CA5B	1681	1	0
CA5B_-_15756445.23-P1P2	CA5B	1472	10690	2521
CA5B_-_15756485.23-P1P2	CA5B	428	3	2116
CA6_+_9005952.23-P1P2	CA6	1370	2	0
CA6_+_9005970.23-P1P2	CA6	2052	2	1831
CA6_+_9006029.23-P1P2	CA6	3208	1	4
CA6_-_9005951.23-P1P2	CA6	2572	5	1731
CA7_+_66878691.23-P1P2	CA7	1496	2	1839
CA7_-_66878344.23-P1P2	CA7	2556	5	1804
CA7_-_66878359.23-P1P2	CA7	2558	1236	970
CA7_-_66878370.23-P1P2	CA7	2850	1	1676
CA8_-_61193488.23-P1P2	CA8	1428	0	0
CA8_-_61193708.23-P1P2	CA8	549	2	2238
CA8_-_61193912.23-P1P2	CA8	651	7	5217
CA9_+_35673915.23-P1P2	CA9	2542	2287	1812
CA9_+_35673977.23-P1P2	CA9	2416	3515	1
CA9_+_35673986.23-P1P2	CA9	1343	1	2612
CACNA1A_+_13616881.23-P1P2	CACNA1A	930	0	0
CACNA1A_-_13617085.23-P1P2	CACNA1A	1234	4	6347
CACNA1A_-_13617196.23-P1P2	CACNA1A	3274	5037	1501
CACNA1B_+_140772223.23-P1P2	CACNA1B	2318	1	1402
CACNA1B_-_140772283.23-P1P2	CACNA1B	2171	2408	1425
CACNA1B_-_140772681.23-P1P2	CACNA1B	3624	3909	3
CACNA1C_+_2162254.23-P1P2	CACNA1C	1445	1	0
CACNA1C_+_2162389.23-P1P2	CACNA1C	1077	3	2800
CACNA1D_+_53528694.23-P1P2	CACNA1D	778	2609	1486
CACNA1D_+_53528698.23-P1P2	CACNA1D	2783	4	4294
CACNA1D_+_53528720.23-P1P2	CACNA1D	1078	4551	3162
CACNA1I_+_39966811.23-P1P2	CACNA1I	4843	7	5113
CACNA1I_+_39966957.23-P1P2	CACNA1I	2568	10295	7
CACNA1I_-_39967156.23-P1P2	CACNA1I	1625	2	1883
CACNA1S_+_201081196.23-P1P2	CACNA1S	1516	1	1
CACNA1S_+_201081501.23-P1P2	CACNA1S	3334	2	3383
CACNA1S_+_201081543.23-P1P2	CACNA1S	1277	0	0
CACNA2D1_-_82072818.23-P1P2	CACNA2D1	1888	2	1
CACNA2D1_-_82072843.23-P1P2	CACNA2D1	4649	4	1779
CACNA2D1_-_82073236.23-P1P2	CACNA2D1	1171	1	1
CACNA2D1_-_82073256.23-P1P2	CACNA2D1	1564	1366	4724
CACNA2D2_+_50540967.23-P1P2	CACNA2D2	4151	4	1583
CACNA2D2_-_50540593.23-P1P2	CACNA2D2	1094	4396	2319
CACNA2D2_-_50540709.23-P1P2	CACNA2D2	3770	1	3
CACNA2D2_-_50540994.23-P1P2	CACNA2D2	2354	1	1661
CACNA2D2_-_50541020.23-P1P2	CACNA2D2	1138	1	2590
CACNB1_+_37353849.23-P1P2	CACNB1	1436	2259	0
CACNB1_+_37353862.23-P1P2	CACNB1	6311	5	3440
CACNB1_+_37353871.23-P1P2	CACNB1	323	3	5683
CACNB1_-_37353807.23-P1P2	CACNB1	5185	8442	2770
CACNB1_-_37353836.23-P1P2	CACNB1	2174	8521	3
CACNB2_-_18429752.23-P1	CACNB2	1857	0	1
