sgRNA	Gene	Diff	Lower	Upper
EN2_+_155251468.23-P1P2	EN2	6541	4442	1361
EN2_-_155251027.23-P1P2	EN2	1388	2	379
EN2_-_155251032.23-P1P2	EN2	859	0	0
EN2_-_155251054.23-P1P2	EN2	1179	1	1447
ENO3_+_4851652.23-P2	ENO3	4163	3	1540
ENO3_+_4854429.23-P1	ENO3	1610	1	0
ENO3_-_4851690.23-P2	ENO3	1571	8402	4
ENO3_-_4851904.23-P2	ENO3	1078	6324	2746
ENO3_-_4852067.23-P2	ENO3	2795	2	1710
ENO3_-_4854442.23-P1	ENO3	2112	2525	1868
ENO3_-_4854477.23-P1	ENO3	3139	2599	4
ENO3_-_4854481.23-P1	ENO3	3014	0	870
ENOPH1_+_83351734.23-P1P2	ENOPH1	3781	1494	1968
ENOPH1_-_83351791.23-P1P2	ENOPH1	2801	1	0
ENOPH1_-_83352157.23-P1P2	ENOPH1	453	1	3131
ENPEP_+_111397849.23-P1P2	ENPEP	1653	0	0
ENPEP_-_111397397.23-P1P2	ENPEP	6792	2	1634
ENPP1_+_132129566.23-P1P2	ENPP1	1292	3	3942
ENPP1_-_132129531.23-P1P2	ENPP1	237	4	6848
ENPP2_+_120650962.23-P1P2	ENPP2	2903	1	2
ENPP2_+_120651062.23-P1P2	ENPP2	3637	2414	2160
ENPP2_-_120651026.23-P1P2	ENPP2	3259	1	1172
ENPP2_-_120651034.23-P1P2	ENPP2	1366	0	0
ENPP3_+_131949691.23-P2	ENPP3	1097	1	3254
ENPP3_+_131958457.23-P1	ENPP3	628	0	0
ENPP3_+_131958835.23-P1	ENPP3	690	5394	2160
ENPP3_-_131949650.23-P2	ENPP3	4291	4	3592
ENPP3_-_131958476.23-P1	ENPP3	1042	0	2030
ENPP3_-_131958520.23-P1	ENPP3	875	2421	2378
EPHA10_+_38230362.23-P2	EPHA10	1609	5436	1577
EPHA10_+_38230376.23-P2	EPHA10	1157	8758	1254
EPHA10_-_38218850.23-P1	EPHA10	3819	7470	5490
EPHA10_-_38218883.23-P1	EPHA10	1215	1	1
EPHA10_-_38218906.23-P1	EPHA10	2037	0	0
EPHA10_-_38230767.23-P2	EPHA10	3157	6	4115
EPHA10_-_38230770.23-P2	EPHA10	2714	7035	1626
EPHA1_+_143105889.23-P1P2	EPHA1	2555	2665	1140
EPHA1_-_143105513.23-P1P2	EPHA1	1002	6233	4
EPHA1_-_143105934.23-P1P2	EPHA1	2617	5699	2
EPHA2_+_16482099.23-P1P2	EPHA2	677	0	0
EPHA2_+_16482142.23-P1P2	EPHA2	1566	0	0
EPHA2_+_16482159.23-P1P2	EPHA2	3244	7	3084
EPHA2_-_16482174.23-P1P2	EPHA2	7766	3	784
EPHA3_+_89156833.23-P1P2	EPHA3	5593	1	2
EPHA3_+_89157018.23-P1P2	EPHA3	1460	3	1854
EPHA3_-_89156849.23-P1P2	EPHA3	1051	1948	1108
EPHA4_+_222436584.23-P1P2	EPHA4	2745	4	3521
EPHA4_+_222436959.23-P1P2	EPHA4	3457	2	186
EPHA4_+_222436964.23-P1P2	EPHA4	2576	7793	1779
EPHA4_+_222436980.23-P1P2	EPHA4	759	0	2
EPHA4_+_222436995.23-P1P2	EPHA4	1591	0	1
EPHA5_+_66536184.23-P1P2	EPHA5	1060	1	2
EPHA5_-_66535727.23-P1P2	EPHA5	2264	1	1369
EPHA5_-_66535737.23-P1P2	EPHA5	1513	2377	519
EPHA5_-_66535745.23-P1P2	EPHA5	932	3	4717
EPHA6_+_96533426.23-P1P2	EPHA6	2470	1	1
EPHA6_-_96533463.23-P1P2	EPHA6	2648	1	0
EPHA6_-_96533466.23-P1P2	EPHA6	8012	5566	6666
EPHA7_+_94128782.23-P1P2	EPHA7	2206	4	2
EPHA7_+_94128885.23-P1P2	EPHA7	1581	1	1
EPHA7_+_94129220.23-P1P2	EPHA7	1130	2	1
EPHA7_-_94128832.23-P1P2	EPHA7	2591	3	3848
EPHA8_+_22889976.23-P1P2	EPHA8	1966	4	3780
EPHA8_+_22889995.23-P1P2	EPHA8	1572	0	0
EPHA8_+_22890006.23-P1P2	EPHA8	1260	251	1308
EPHA8_-_22890011.23-P1P2	EPHA8	1314	8156	6800
EPHA8_-_22890387.23-P1P2	EPHA8	2326	3	2
EPHB1_+_134514121.23-P1P2	EPHB1	549	2494	5
EPHB1_-_134514128.23-P1P2	EPHB1	2361	5213	3307
EPHB1_-_134514518.23-P1P2	EPHB1	2423	2	5060
EPHB1_-_134514558.23-P1P2	EPHB1	3062	2	2686
EPHB2_+_23037514.23-P1P2	EPHB2	4066	2329	1420
EPHB2_-_23037351.23-P1P2	EPHB2	2698	0	1
EPHB2_-_23037753.23-P1P2	EPHB2	3056	5445	1
EPHB2_-_23037808.23-P1P2	EPHB2	1321	4040	6
EPHB3_+_184280015.23-P1P2	EPHB3	4205	3387	4
EPHB3_-_184279954.23-P1P2	EPHB3	6990	4624	1824
EPHB4_+_100424757.23-P1P2	EPHB4	3077	6697	3367
EPHB4_-_100424673.23-P1P2	EPHB4	2627	0	2
EPHB4_-_100424909.23-P1P2	EPHB4	4150	6	3562
EPHB6_+_142552855.23-P1P2	EPHB6	5439	4	3340
EPHB6_+_142553246.23-P1P2	EPHB6	1727	0	0
EPHB6_-_142552874.23-P1P2	EPHB6	2482	2969	1824
EPHB6_-_142553113.23-P1P2	EPHB6	2561	1	1980
EPHB6_-_142553312.23-P1P2	EPHB6	2430	1	0
EPHX2_+_27348679.23-P1P2	EPHX2	11171	7	1674
EPHX2_+_27348720.23-P1P2	EPHX2	5259	2	1724
EPHX2_+_27348723.23-P1P2	EPHX2	1341	4085	1714
EPHX2_+_27349105.23-P1P2	EPHX2	697	0	1
EPM2A_-_146056117.23-P1P2	EPM2A	3485	2	3
EPM2A_-_146056127.23-P1P2	EPM2A	2898	2	0
EPM2A_-_146056174.23-P1P2	EPM2A	3467	3652	1982
EPM2A_-_146056194.23-P1P2	EPM2A	3445	4843	4118
EPN1_+_56186684.23-P1P2	EPN1	1199	0	3585
EPN1_+_56186947.23-P1P2	EPN1	1554	11255	11809
EPN1_+_56187100.23-P1P2	EPN1	4898	4464	4935
EPN1_-_56186615.23-P1P2	EPN1	1373	0	0
EPN1_-_56186656.23-P1P2	EPN1	1513	1	0
EPOR_+_11491868.23-P1	EPOR	1901	8602	4
EPOR_+_11491872.23-P1	EPOR	874	4111	0
EPOR_+_11494968.23-P2	EPOR	3350	4466	2565
EPOR_+_11494971.23-P2	EPOR	1299	0	1
EPOR_-_11491517.23-P1	EPOR	1115	1	1735
EPOR_-_11491902.23-P1	EPOR	1505	1	0
EPOR_-_11494977.23-P2	EPOR	415	9930	5071
EPRS_+_220219441.23-P1P2	EPRS	94	0	0
EPS8L1_-_55587247.23-P1	EPS8L1	2343	0	3477
EPS8L1_-_55587300.23-P1	EPS8L1	1349	1540	3144
EPS8L1_-_55591798.23-P2	EPS8L1	170	0	0
EPS8L1_-_55591802.23-P2	EPS8L1	1622	1	2
EPS8L1_-_55592240.23-P2	EPS8L1	1248	2515	1
EPX_+_56270148.23-P1P2	EPX	2209	2656	1147
ERBB2_+_37856367.23-P1P2	ERBB2	2504	10874	1180
ERBB2_+_37856373.23-P1P2	ERBB2	3373	5473	1815
ERBB2_-_37856706.23-P1P2	ERBB2	1158	2	0
ERBB2_-_37856751.23-P1P2	ERBB2	877	0	2803
ERBB3_+_56474277.23-P1P2	ERBB3	2668	2526	3446
ERBB3_-_56474350.23-P1P2	ERBB3	3814	2	1987
ERBB4_+_213403805.23-P1P2	ERBB4	3971	1	1835
ERBB4_+_213403841.23-P1P2	ERBB4	5546	4	2
ERBB4_+_213403862.23-P1P2	ERBB4	1551	1	2
ERBB4_-_213403823.23-P1P2	ERBB4	1153	0	1542
ERN1_-_62207431.23-P1P2	ERN1	3531	5137	1461
ERN1_-_62207440.23-P1P2	ERN1	1764	6	0
ERN1_-_62207482.23-P1P2	ERN1	1180	3	0
ERN1_-_62207499.23-P1P2	ERN1	4179	7480	5822
ERN2_+_23724488.23-P1P2	ERN2	2751	1	1
ERN2_+_23724548.23-P1P2	ERN2	733	0	0
ERN2_-_23724305.23-P1P2	ERN2	1142	2523	1614
ERO1LB_-_236445015.23-P1P2	ERO1LB	670	2461	1555
ERO1LB_-_236445193.23-P1P2	ERO1LB	2424	1671	1
ERO1LB_-_236445200.23-P1P2	ERO1LB	792	3	1467
ERO1LB_-_236445220.23-P1P2	ERO1LB	3003	3232	1
ESD_+_47371228.23-P1P2	ESD	827	1	0
ESD_+_47371238.23-P1P2	ESD	3013	1736	1143
ESD_-_47371244.23-P1P2	ESD	1679	4	1
ESD_-_47371269.23-P1P2	ESD	3116	0	1
ESRRG_+_217112620.23-ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	ESRRG	820	394	2
ESRRG_+_217250274.23-ENST00000493748.1	ESRRG	1720	0	1
ESRRG_+_217262979.23-ENST00000359162.2,ENST00000361525.3	ESRRG	2764	2	972
ESRRG_+_217263157.23-ENST00000359162.2,ENST00000361525.3	ESRRG	1388	0	0
ESRRG_+_217311037.23-ENST00000366940.2,ENST00000493603.1	ESRRG	585	0	1
ESRRG_+_217311105.23-ENST00000366940.2,ENST00000493603.1	ESRRG	611	4837	1
ESRRG_-_216978269.23-ENST00000360012.3	ESRRG	1095	6014	1
ESRRG_-_217112951.23-ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	ESRRG	2007	2	0
ESRRG_-_217250321.23-ENST00000493748.1	ESRRG	1077	1	0
ESRRG_-_217250324.23-ENST00000493748.1	ESRRG	676	0	0
ESRRG_-_217263115.23-ENST00000359162.2,ENST00000361525.3	ESRRG	1424	4169	2544
ESRRG_-_217311078.23-ENST00000366940.2,ENST00000493603.1	ESRRG	2045	3669	2755
ETFDH_+_159593530.23-P1P2	ETFDH	1469	1519	2388
ETFDH_-_159593465.23-P1P2	ETFDH	3200	5	3704
ETFDH_-_159593860.23-P1P2	ETFDH	1523	1	1
ETFDH_-_159593941.23-P1P2	ETFDH	955	2679	2196
ETNK1_+_22778206.23-P1P2	ETNK1	1565	32	1
ETNK1_+_22778284.23-P1P2	ETNK1	1404	3598	6699
ETNK1_+_22778526.23-P1P2	ETNK1	5597	5	1
ETNK1_-_22778158.23-P1P2	ETNK1	885	5765	3
ETNK2_+_204121100.23-P1P2	ETNK2	1331	4665	1951
ETNK2_-_204120701.23-P1P2	ETNK2	3098	3	2
EXTL2_+_101360354.23-P1P2	EXTL2	3022	7214	339
EXTL2_+_101360390.23-P1P2	EXTL2	1169	6	3557
EXTL2_+_101360403.23-P1P2	EXTL2	2509	2	0
EXTL2_-_101360384.23-P1P2	EXTL2	5340	1	1
F10_+_113777162.23-P1P2	F10	905	0	0
F10_-_113777653.23-P1P2	F10	799	1	0
F11_-_187187374.23-P1P2	F11	3381	3396	2
F13A1_+_6320869.23-P1P2	F13A1	2045	2	1257
F13A1_-_6320799.23-P1P2	F13A1	2368	6	1783
F13A1_-_6320813.23-P1P2	F13A1	1215	0	1
F13A1_-_6320855.23-P1P2	F13A1	5873	2996	6
F2R_+_76011955.23-P1P2	F2R	1229	3549	3087
F2R_+_76011973.23-P1P2	F2R	1412	3	735
F2R_+_76011989.23-P1P2	F2R	1772	2	1679
F2_+_46741184.23-P1P2	F2	56	5819	1306
F2_+_46741243.23-P1P2	F2	1336	4617	1
F3_+_94997411.23-P2	F3	1540	2	0
F3_+_94997899.23-P2	F3	1288	7486	2133
F3_+_95007061.23-P1	F3	3176	4255	3
F3_+_95007264.23-P1	F3	4148	14809	8
F3_-_94997459.23-P2	F3	2019	5576	2
F3_-_95006865.23-P1	F3	787	4	3242
F3_-_95007077.23-P1	F3	2263	3	2215
F3_-_95007293.23-P1	F3	1570	2	3618
F5_+_169555628.23-P1P2	F5	2830	9	3594
F5_+_169555656.23-P1P2	F5	81	1422	4276
F5_+_169555691.23-P1P2	F5	2920	3923	4
F5_-_169555669.23-P1P2	F5	2251	0	1
F7_-_113760127.23-P1P2	F7	2307	4510	2249
F7_-_113760553.23-P1P2	F7	2029	4955	1331
F7_-_113760584.23-P1P2	F7	1295	0	0
F9_+_138612961.23-P1P2	F9	1987	0	2
F9_+_138612976.23-P1P2	F9	3041	1	2
FAAH_-_46859998.23-P1P2	FAAH	1007	3	2
FAAH_-_46860023.23-P1P2	FAAH	1540	1	1035
FAAH_-_46860266.23-P1P2	FAAH	2613	2	2
FAAH_-_46860426.23-P1P2	FAAH	5522	2	0
FABP6_+_159640693.23-P1P2	FABP6	2066	5	1905
FABP6_-_159640788.23-P1P2	FABP6	4255	7	1995
FABP6_-_159640843.23-P1P2	FABP6	1297	2608	2181
FADS1_+_61583853.23-P1P2	FADS1	922	4280	694
FADS1_-_61583890.23-P1P2	FADS1	1478	1	0
FADS1_-_61584296.23-P1P2	FADS1	1348	3921	1449
FADS2_+_61583853.23-P2	FADS2	922	4280	694
FADS2_+_61584196.23-P2	FADS2	1206	2669	1729
FADS2_+_61584226.23-P2	FADS2	3413	5	2970
FADS2_-_61595853.23-P1	FADS2	2192	2205	3007
FADS2_-_61595969.23-P1	FADS2	2164	9832	2
FADS2_-_61596156.23-P1	FADS2	1370	2969	939
FADS2_-_61596187.23-P1	FADS2	1714	0	385
FAH_+_80445358.23-P1P2	FAH	1658	2	114
FAH_+_80445380.23-P1P2	FAH	1036	11815	1935
FAH_+_80445805.23-P1P2	FAH	2337	1139	1062
FAH_-_80445797.23-P1P2	FAH	4917	2106	1907
FAH_-_80445858.23-P1P2	FAH	2298	3051	1
FARS2_+_5261243.23-P1P2	FARS2	4582	4579	3
FARS2_-_5261304.23-P1P2	FARS2	1000	0	0
FARSA_+_13044144.23-P1P2	FARSA	1546	3	3025
FARSA_-_13044550.23-P1P2	FARSA	1410	0	4
FASTK_-_150777466.23-P1P2	FASTK	717	2	0
FASTK_-_150777855.23-P1P2	FASTK	3217	11384	9
FBP1_+_97401758.23-P1P2	FBP1	887	1176	1642
FBP1_+_97401761.23-P1P2	FBP1	2277	1410	3420
FBP1_-_97401323.23-P1P2	FBP1	661	1	1
FBP1_-_97401397.23-P1P2	FBP1	1565	1558	3704
FBP1_-_97401424.23-P1P2	FBP1	3383	1615	3579
FBP2_+_97356076.23-P1P2	FBP2	1028	10678	1968
FBP2_-_97356067.23-P1P2	FBP2	1439	0	1800
FCER1A_+_159272164.23-P1P2	FCER1A	872	4528	1660
FCER1G_+_161185094.23-P1P2	FCER1G	903	0	1750
FCER1G_+_161185105.23-P1P2	FCER1G	958	4558	1
FCER1G_+_161185117.23-P1P2	FCER1G	1054	3	1061
FCER1G_+_161185306.23-P1P2	FCER1G	2407	2	2
FCGR1B_+_120935888.23-P1P2	FCGR1B	2237	6023	1
FCGR1B_-_120935520.23-P1P2	FCGR1B	1356	0	1824
FCGR1B_-_120935672.23-P1P2	FCGR1B	1692	3	5861
FCGR3A_+_161519345.23-P1P2	FCGR3A	866	6172	7
FCGR3A_-_161519304.23-P1P2	FCGR3A	1668	788	3
FCGR3B_-_161600528.23-P1P2	FCGR3B	1716	2	2259
FCGR3B_-_161600958.23-P1P2	FCGR3B	1152	2	3136
FCRL2_+_157746672.23-P1P2	FCRL2	1487	1	2
FCRL2_+_157746696.23-P1P2	FCRL2	5064	8984	1408
FCRL2_-_157746496.23-P1P2	FCRL2	3006	1	1674
FDX1_+_110300809.23-P1P2	FDX1	682	10122	476
FDX1_+_110301114.23-P1P2	FDX1	622	2546	3072
FDX1_-_110300684.23-P1P2	FDX1	714	2883	1
FDXR_+_72868669.23-P1P2	FDXR	1497	0	0
FDXR_+_72868925.23-P1P2	FDXR	3101	0	1491
FECH_+_55253870.23-P1P2	FECH	3703	3	1552
FECH_+_55253900.23-P1P2	FECH	855	3151	1010
FER_+_108084006.23-P2	FER	3723	2	2225
FER_+_108084110.23-P2	FER	1389	0	0
FER_+_108084710.23-P1	FER	2523	2	4991
FES_+_91427657.23-P1P2	FES	2248	2985	2668
FES_+_91427765.23-P1P2	FES	2918	6	5448
FES_+_91428120.23-P1P2	FES	3691	2889	3222
FES_+_91428156.23-P1P2	FES	1669	0	4
FES_-_91427739.23-P1P2	FES	2660	4	2
FFAR1_+_35842483.23-ENST00000246553.2	FFAR1	2528	2240	1487
FFAR1_+_35842497.23-ENST00000246553.2	FFAR1	2385	2124	3761
FFAR1_+_35842864.23-ENST00000246553.2	FFAR1	1664	7679	5
FFAR1_-_35842482.23-ENST00000246553.2	FFAR1	1103	0	1
FGA_+_155511862.23-P1P2	FGA	1821	6135	1929
FGA_+_155511898.23-P1P2	FGA	2918	0	2
FGB_-_155484182.23-P1P2	FGB	2393	4	1039
FGB_-_155484281.23-P1P2	FGB	1512	3444	3187
FGB_-_155484284.23-P1P2	FGB	1565	0	1
FGF4_+_69589653.23-P1P2	FGF4	5524	5	2874
FGF4_+_69589742.23-P1P2	FGF4	3928	3519	678
FGF4_+_69590093.23-P1P2	FGF4	1084	2	1897
FGFR1_+_38326106.23-P1P2	FGFR1	1525	3684	2418
FGFR1_-_38325683.23-P1P2	FGFR1	3720	1162	3258
FGFR1_-_38326082.23-P1P2	FGFR1	1141	2066	1430
FGFR2_+_123357591.23-P1P2	FGFR2	3139	6997	2324
FGFR2_+_123357876.23-P1P2	FGFR2	1393	5245	1020
FGFR2_-_123357455.23-P1P2	FGFR2	2233	7	8460
FGFR2_-_123357673.23-P1P2	FGFR2	933	1	0
FGFR2_-_123357892.23-P1P2	FGFR2	3363	1	835
FGFR3_+_1795055.23-P1P2	FGFR3	2921	0	3
FGFR3_+_1795504.23-P1P2	FGFR3	5288	7	1332
FGFR3_+_1795549.23-P1P2	FGFR3	653	1	1742
FGFR3_-_1795030.23-P1P2	FGFR3	4841	5	2972
FGFR4_+_176514298.23-P1P2	FGFR4	2175	7	3317
FGFR4_+_176514335.23-P1P2	FGFR4	1630	1	1187
FGFR4_-_176513946.23-P1P2	FGFR4	4953	4349	1635
FGFR4_-_176514342.23-P1P2	FGFR4	398	3258	3
FGGY_+_59762509.23-P1P2	FGGY	1245	5550	5
FGGY_+_59762753.23-P1P2	FGGY	1124	3242	2
FGG_+_155533773.23-P1P2	FGG	2310	0	0
FGG_-_155533817.23-P1P2	FGG	489	0	1714
FGR_+_27961158.23-P1P2	FGR	2780	0	1589
FGR_+_27961203.23-P1P2	FGR	1479	0	0
FGR_+_27961218.23-P1P2	FGR	1440	3	0
FGR_+_27961627.23-P1P2	FGR	3381	3067	5131
FLT1_+_29068777.23-P1P2	FLT1	1531	0	4
FLT1_+_29068815.23-P1P2	FLT1	5288	8	5
FLT1_+_29068870.23-P1P2	FLT1	2290	6090	320
FLT1_-_29068808.23-P1P2	FLT1	5310	98	3746
FLT3LG_+_49977519.23-P1P2	FLT3LG	1034	14138	4388
FLT3LG_-_49977874.23-P1P2	FLT3LG	1723	1592	1460
FLT3LG_-_49977882.23-P1P2	FLT3LG	1679	1498	2
FLT3LG_-_49977908.23-P1P2	FLT3LG	1162	2	1166
FLT3_+_28674290.23-P1P2	FLT3	658	2156	1735
FLT3_+_28674687.23-P1P2	FLT3	4476	2	2267
FLT3_+_28674697.23-P1P2	FLT3	2030	0	0
FLT3_-_28674256.23-P1P2	FLT3	5454	2501	1789
FLT3_-_28674369.23-P1P2	FLT3	1189	5	3388
FLT4_-_180076146.23-P1P2	FLT4	1506	3	2826
FLT4_-_180076214.23-P1P2	FLT4	835	0	1
FLT4_-_180076531.23-P1P2	FLT4	5688	2	3273
FN3KRP_-_80674606.23-P1P2	FN3KRP	1365	1	3
FN3KRP_-_80674676.23-P1P2	FN3KRP	3180	3	1993
FN3KRP_-_80675002.23-P1P2	FN3KRP	382	2050	3
FN3KRP_-_80675016.23-P1P2	FN3KRP	1562	4	2128
FN3K_+_80693768.23-P1P2	FN3K	1161	4193	1835
FN3K_-_80693475.23-P1P2	FN3K	4210	4175	3241
FN3K_-_80693883.23-P1P2	FN3K	837	1	0
FN3K_-_80693887.23-P1P2	FN3K	1017	2627	3470
FNTA_+_42911840.23-P1P2	FNTA	658	0	1
FNTA_-_42911527.23-P1P2	FNTA	1131	1851	2536
FNTB_+_65381194.23-P1P2	FNTB	6559	11213	1714
FNTB_+_65381421.23-P1P2	FNTB	2823	3544	3189
FNTB_+_65381596.23-P1P2	FNTB	826	2341	3
FNTB_-_65381231.23-P1P2	FNTB	7061	6	1
FNTB_-_65381264.23-P1P2	FNTB	1658	4649	1559
FOLH1_+_49229684.23-P1P2	FOLH1	3907	3824	0
FOLH1_+_49230103.23-P1P2	FOLH1	496	1	1930
FOLR2_+_71927884.23-P1P2	FOLR2	1541	3	0
FOLR3_+_71826241.23-P1	FOLR3	882	5024	3
FOLR3_+_71826247.23-P1	FOLR3	4562	4	3867
FOLR3_-_71825982.23-P1	FOLR3	1202	2	2033
FOLR3_-_71846795.23-P2	FOLR3	1503	6	5515
FOLR3_-_71846798.23-P2	FOLR3	3600	6	3217
FPGS_+_130565231.23-P1P2	FPGS	1591	2032	1
FPGS_-_130565579.23-P1P2	FPGS	1007	6470	2843
FPGS_-_130565615.23-P1P2	FPGS	1601	1	1
FPR1_-_52255098.23-P1P2	FPR1	1925	4296	3
FPR1_-_52255125.23-P1P2	FPR1	3182	1	1
FPR1_-_52255138.23-P1P2	FPR1	1314	0	0
FRK_+_116381516.23-P1P2	FRK	6383	6	1652
FRK_+_116381900.23-P1P2	FRK	894	0	2142
FRK_+_116381959.23-P1P2	FRK	2310	6	5343
FRK_+_116381964.23-P1P2	FRK	5525	5324	2085
FRK_-_116381891.23-P1P2	FRK	1634	0	5
FSHR_+_49381159.23-P1P2	FSHR	961	3081	0
FSHR_-_49381435.23-P1P2	FSHR	2632	3441	3666
FST_+_52776503.23-P1P2	FST	1301	0	0
FST_+_52776524.23-P1P2	FST	2330	5	5211
FST_-_52776650.23-P1P2	FST	1069	791	1
FST_-_52776718.23-P1P2	FST	1626	1	1751
FTCD_+_47562172.23-P2	FTCD	1090	2362	2012
FTCD_+_47562608.23-P2	FTCD	2075	2	2366
FTCD_+_47562611.23-P2	FTCD	2281	3	2
FTCD_+_47575445.23-P1	FTCD	63	3068	0
FTCD_+_47575452.23-P1	FTCD	1447	2	2
FTH1_+_61734611.23-P1P2	FTH1	7905	2245	5
FTH1_+_61734626.23-P1P2	FTH1	1103	3	0
FTH1_+_61734636.23-P1P2	FTH1	3787	4	2368
FTH1_-_61734588.23-P1P2	FTH1	2554	0	1
FTH1_-_61734683.23-P1P2	FTH1	965	0	0
FTL_+_49468653.23-P1P2	FTL	989	0	0
FTL_+_49468852.23-P1P2	FTL	767	3062	1582
FTL_+_49469010.23-P1P2	FTL	5025	3	1
FTL_+_49469019.23-P1P2	FTL	1694	2	2521
FUK_+_70488509.23-P1P2	FUK	2165	1	1550
FUK_+_70488543.23-P1P2	FUK	720	2	1295
FUK_-_70488529.23-P1P2	FUK	368	4489	2061
FXYD2_+_117698373.23-P2	FXYD2	1218	4336	526
FXYD2_+_117698783.23-P2	FXYD2	402	4757	3
FXYD2_-_117695004.23-P1	FXYD2	1482	9925	3028
FXYD2_-_117695409.23-P1	FXYD2	549	2	858
FYN_+_112194476.23-P1P2	FYN	1473	4	1782
FYN_-_112194552.23-P1P2	FYN	3889	7491	5286
G6PC2_+_169757849.23-P1P2	G6PC2	3338	4962	5541
G6PC2_+_169757897.23-P1P2	G6PC2	2224	2	1
G6PC2_-_169757948.23-P1P2	G6PC2	1233	2553	3
G6PC2_-_169758033.23-P1P2	G6PC2	1351	3	529
G6PC3_+_42148290.23-P1P2	G6PC3	727	2624	1583
G6PC3_+_42148328.23-P1P2	G6PC3	1154	2	3473
G6PC_-_41052899.23-P1P2	G6PC	1916	1	0
GAA_+_78075599.23-P1P2	GAA	1512	2439	3495
GAA_+_78075802.23-P1P2	GAA	1635	2	1404
GAA_-_78075387.23-P1P2	GAA	847	0	1813
GABBR1_+_29595758.23-P1	GABBR1	5668	6	3
GABBR1_+_29595761.23-P1	GABBR1	3776	5	4517
GABBR1_+_29595764.23-P1	GABBR1	4258	2874	2
GABBR1_+_29600584.23-P2	GABBR1	2282	3	3543
GABBR1_+_29600967.23-P2	GABBR1	1429	0	1
GABBR2_+_101470817.23-P1P2	GABBR2	2735	3	4
GABBR2_+_101470820.23-P1P2	GABBR2	1103	3	2210
GABBR2_-_101470780.23-P1P2	GABBR2	2607	0	3
GABRA1_+_161275363.23-P1P2	GABRA1	1326	8389	4
GABRA1_+_161275377.23-P1P2	GABRA1	1287	1	0
GABRA1_-_161275214.23-P1P2	GABRA1	1385	2	1719
GABRA2_-_46391974.23-P1P2	GABRA2	2076	1	1
GABRA3_+_151619682.23-P1P2	GABRA3	1267	0	0
GABRA3_+_151619738.23-P1P2	GABRA3	1865	1	1098
GABRA3_-_151619548.23-P1P2	GABRA3	1541	1	0
GABRA4_+_46995154.23-P1P2	GABRA4	2904	4	2020
GABRA4_+_46995178.23-P1P2	GABRA4	1776	1	1626
GABRA4_-_46995518.23-P1P2	GABRA4	1022	2	1263
GABRA5_-_27112253.23-P1P2	GABRA5	898	3200	1
GABRA5_-_27112425.23-P1P2	GABRA5	726	2040	886
GABRB1_+_47033598.23-P1P2	GABRB1	3188	1	2
GABRB1_+_47033606.23-P1P2	GABRB1	1250	1	0
GABRB1_+_47034051.23-P1P2	GABRB1	361	4331	0
GABRB1_-_47033589.23-P1P2	GABRB1	2623	4	1247
GABRB2_+_160973696.23-P1P2	GABRB2	1145	0	0
GABRB2_-_160973590.23-P1P2	GABRB2	1559	5	1792
GABRB3_+_27017780.23-P1P2	GABRB3	1138	3225	4
GABRB3_+_27018023.23-P1P2	GABRB3	2887	0	1
GABRB3_+_27018148.23-P1P2	GABRB3	3110	632	2984
GABRB3_+_27018151.23-P1P2	GABRB3	1805	1	4501
GABRB3_+_27018161.23-P1P2	GABRB3	1381	1749	1434
GABRD_+_1951115.23-P1P2	GABRD	2981	3	1478
GABRD_-_1951194.23-P1P2	GABRD	2027	8853	3
GABRD_-_1951258.23-P1P2	GABRD	2581	0	1119
GABRE_+_151142699.23-P1P2	GABRE	1377	1587	1
GABRE_+_151142720.23-P1P2	GABRE	153	5	5679
GABRG1_+_46125869.23-P1P2	GABRG1	1521	0	0
GABRG2_-_161495269.23-P1P2	GABRG2	1741	1	0
GABRG2_-_161495543.23-P1P2	GABRG2	3320	1	1758
GABRG3_+_27216363.23-P1P2	GABRG3	5398	7	1500
GABRG3_+_27216537.23-P1P2	GABRG3	3874	4	1910
GABRG3_+_27216711.23-P1P2	GABRG3	1211	6	1222
GABRG3_-_27216788.23-P1P2	GABRG3	1135	1	1964
GABRP_-_170210765.23-P1P2	GABRP	2178	3	1942
GABRP_-_170210772.23-P1P2	GABRP	1399	1	2
GABRQ_+_151806345.23-P1P2	GABRQ	1084	4	3695
GABRQ_+_151806596.23-P1P2	GABRQ	2919	3	3571
GABRQ_+_151806776.23-P1P2	GABRQ	1284	3259	1874
GABRR1_+_89927012.23-P1P2	GABRR1	1750	0	1
GABRR1_-_89926688.23-P1P2	GABRR1	2591	3085	5
GABRR1_-_89927043.23-P1P2	GABRR1	1421	0	1
GABRR2_+_90024955.23-P1P2	GABRR2	2873	0	1
GABRR2_+_90024973.23-P1P2	GABRR2	1220	0	1504
GABRR2_-_90024557.23-P1P2	GABRR2	1382	0	980
GABRR2_-_90024949.23-P1P2	GABRR2	3352	3878	934
GABRR2_-_90024984.23-P1P2	GABRR2	1166	6	6026
GABRR3_-_97754160.23-P1P2	GABRR3	164	2	1849
GAD1_+_171673381.23-P1P2	GAD1	1950	3290	0
GAD1_+_171673475.23-P1P2	GAD1	1785	2	0
GAD1_+_171673776.23-P1P2	GAD1	1796	5	3298
GAD2_+_26505385.23-P1P2	GAD2	711	0	0
