Gene	sgRNA	eff
GAPDH	GAPDH_-_6647118.23-P2	1
GARS	GARS_+_30634659.23-P1P2	1
GART	GART_+_34914420.23-P1P2	1
GART	GART_-_34914357.23-P1P2	1
GART	GART_-_34914382.23-P1P2	1
GART	GART_-_34915123.23-P1P2	1
GATM	GATM_+_45670367.23-P1	1
GATM	GATM_+_45694355.23-P2	1
GATM	GATM_-_45670271.23-P1	1
GATM	GATM_-_45670281.23-P1	1
GATM	GATM_-_45670345.23-P1	1
GBA	GBA_+_155211024.23-P1	1
GBA	GBA_+_155211038.23-P1	1
GBA	GBA_+_155214346.23-P2	1
GBA	GBA_-_155210938.23-P1	1
GBA	GBA_-_155214327.23-P2	1
GBA	GBA_-_155214372.23-P2	1
GBA	GBA_-_155214386.23-P2	1
GBA	GBA_-_155214411.23-P2	1
GCAT	GCAT_+_38203937.23-P1P2	1
GCAT	GCAT_+_38204395.23-P1P2	1
GCAT	GCAT_-_38203942.23-P1P2	1
GCAT	GCAT_-_38203979.23-P1P2	1
GCA	GCA_+_163200740.23-P1P2	1
GCA	GCA_+_163201074.23-P1P2	1
GCDH	GCDH_+_13002036.23-P1P2	1
GCDH	GCDH_-_13002046.23-P1P2	1
GCGR	GCGR_+_79762062.23-P1P2	1
GCGR	GCGR_+_79762359.23-P1P2	1
GCGR	GCGR_-_79762059.23-P1P2	1
GCGR	GCGR_-_79762088.23-P1P2	1
GCH1	GCH1_+_55369117.23-P1P2	1
GCH1	GCH1_+_55369485.23-P1P2	1
GCH1	GCH1_-_55369491.23-P1P2	1
GCH1	GCH1_-_55369495.23-P1P2	1
GCK	GCK_+_44228636.23-P1P2	1
GCK	GCK_+_44229002.23-P1P2	1
GCK	GCK_+_44229021.23-P1P2	1
GCK	GCK_-_44228603.23-P1P2	1
GCSH	GCSH_+_81129725.23-P1P2	1
GCSH	GCSH_+_81129734.23-P1P2	1
GCSH	GCSH_-_81129970.23-P1P2	1
GDI1	GDI1_-_153665561.23-P1P2	1
GDI1	GDI1_-_153665603.23-P1P2	1
GFER	GFER_-_2034199.23-P1P2	1
GFER	GFER_-_2034422.23-P1P2	1
GGCX	GGCX_+_85788198.23-P1P2	1
GGCX	GGCX_+_85788584.23-P1P2	1
GGCX	GGCX_-_85788600.23-P1P2	1
GGPS1	GGPS1_+_235492325.23-P1P2	1
GGPS1	GGPS1_-_235491895.23-P1P2	1
GGPS1	GGPS1_-_235491899.23-P1P2	1
GGPS1	GGPS1_-_235492301.23-P1P2	1
GHRHR	GHRHR_+_31003705.23-P2	1
GHRHR	GHRHR_+_31023845.23-P1	1
GHRHR	GHRHR_-_31003659.23-P2	1
GHRHR	GHRHR_-_31003662.23-P2	1
GHRHR	GHRHR_-_31023471.23-P1	1
GHRHR	GHRHR_-_31023490.23-P1	1
GHRHR	GHRHR_-_31023809.23-P1	1
GIT1	GIT1_+_27916614.23-P1P2	1
GIT1	GIT1_+_27916617.23-P1P2	1
GIT1	GIT1_-_27916157.23-P1P2	1
GIT1	GIT1_-_27916185.23-P1P2	1
GIT1	GIT1_-_27916201.23-P1P2	1
GIT2	GIT2_+_110433842.23-P1P2	1
GIT2	GIT2_+_110434146.23-P1P2	1
GIT2	GIT2_-_110434123.23-P1P2	1
GIT2	GIT2_-_110434126.23-P1P2	1
GK2	GK2_+_80329298.23-P1P2	1
GK2	GK2_+_80329313.23-P1P2	1
GK2	GK2_+_80329350.23-P1P2	1
GK5	GK5_-_141944423.23-P1P2	1
GKAP1	GKAP1_+_86432161.23-P1P2	1
GKAP1	GKAP1_+_86432288.23-P1P2	1
GKAP1	GKAP1_-_86432300.23-P1P2	1
GK	GK_+_30671519.23-P1P2	1
GK	GK_-_30671518.23-P1P2	1
GK	GK_-_30671549.23-P1P2	1
GK	GK_-_30671988.23-P1P2	1
GLA	GLA_+_100662879.23-P1P2	1
GLA	GLA_-_100662322.23-P1P2	1
GLA	GLA_-_100662505.23-P1P2	1
GLDC	GLDC_+_6645604.23-P1P2	1
GLDC	GLDC_+_6645718.23-P1P2	1
GLDC	GLDC_-_6645257.23-P1P2	1
GLIPR2	GLIPR2_-_36136750.23-P1P2	1
GLIPR2	GLIPR2_-_36136779.23-P1P2	1
GLIPR2	GLIPR2_-_36136800.23-P1P2	1
GLIPR2	GLIPR2_-_36137096.23-P1P2	1
GLIPR2	GLIPR2_-_36137256.23-P1P2	1
GLP1R	GLP1R_+_39016550.23-P1P2	1
GLP1R	GLP1R_+_39016576.23-P1P2	1
GLP1R	GLP1R_+_39016921.23-P1P2	1
GLP1R	GLP1R_+_39017038.23-P1P2	1
GLP1R	GLP1R_-_39016671.23-P1P2	1
GLP2R	GLP2R_+_9746308.23-P1P2	1
GLP2R	GLP2R_-_9745879.23-P1P2	1
GLP2R	GLP2R_-_9746317.23-P1P2	1
GLRA1	GLRA1_+_151304321.23-P1P2	1
GLRA1	GLRA1_-_151304299.23-P1P2	1
GLRA1	GLRA1_-_151304326.23-P1P2	1
GLRA2	GLRA2_+_14547655.23-P1P2	1
GLRA2	GLRA2_+_14547715.23-P1P2	1
GLRA2	GLRA2_+_14547718.23-P1P2	1
GLRA2	GLRA2_+_14547829.23-P1P2	1
GLRA2	GLRA2_+_14547976.23-P1P2	1
GLRA3	GLRA3_+_175750226.23-P1P2	1
GLRA3	GLRA3_+_175750367.23-P1P2	1
GLRA3	GLRA3_-_175749968.23-P1P2	1
GLRA3	GLRA3_-_175750436.23-P1P2	1
GLRB	GLRB_+_157997351.23-P1P2	1
GLRB	GLRB_+_157997389.23-P1P2	1
GLRB	GLRB_+_157997405.23-P1P2	1
GLRX2	GLRX2_+_193074229.23-P1P2	1
GLRX2	GLRX2_+_193074552.23-P1P2	1
GLRX2	GLRX2_-_193074513.23-P1P2	1
GLRX	GLRX_+_95158285.23-P1P2	1
GLRX	GLRX_-_95158447.23-P1P2	1
GLS2	GLS2_-_56881684.23-P1P2	1
GLS2	GLS2_-_56881785.23-P1P2	1
GLS2	GLS2_-_56881814.23-P1P2	1
GLS	GLS_+_191745555.23-P1P2	1
GLS	GLS_+_191745776.23-P1P2	1
GLS	GLS_-_191745808.23-P1P2	1
GLT6D1	GLT6D1_-_138531123.23-ENST00000371763.1	1
GLT6D1	GLT6D1_-_138531193.23-ENST00000371763.1	1
GLTP	GLTP_-_110317840.23-P1P2	1
GLTP	GLTP_-_110317845.23-P1P2	1
GLTP	GLTP_-_110317889.23-P1P2	1
GLTP	GLTP_-_110318088.23-P1P2	1
GLUD1	GLUD1_-_88854537.23-P1P2	1
GLUD1	GLUD1_-_88854542.23-P1P2	1
GLUD1	GLUD1_-_88854597.23-P1P2	1
GLUD2	GLUD2_+_120181448.23-P1P2	1
GLUD2	GLUD2_+_120181508.23-P1P2	1
GLUD2	GLUD2_+_120181543.23-P1P2	1
GLUL	GLUL_+_182360122.23-P1P2	1
GLUL	GLUL_+_182360879.23-P1P2	1
GLUL	GLUL_+_182360910.23-P1P2	1
GLUL	GLUL_-_182360635.23-P1P2	1
GLYATL1	GLYATL1_+_58706973.23-P1	1
GLYATL1	GLYATL1_-_58706972.23-P1	1
GLYATL1	GLYATL1_-_58707043.23-P1	1
GLYATL1	GLYATL1_-_58711031.23-P2	1
GLYATL1	GLYATL1_-_58711083.23-P2	1
GLYATL1	GLYATL1_-_58711243.23-P2	1
GLYATL1	GLYATL1_-_58711254.23-P2	1
GLYATL2	GLYATL2_+_58611924.23-P1P2	1
GLYATL2	GLYATL2_-_58611705.23-P1P2	1
GLYATL2	GLYATL2_-_58611961.23-P1P2	1
GLYATL2	GLYATL2_-_58612130.23-P1P2	1
GLYAT	GLYAT_+_58499186.23-P1P2	1
GLYAT	GLYAT_+_58499380.23-P1P2	1
GLYAT	GLYAT_-_58499365.23-P1P2	1
GM2A	GM2A_+_150632764.23-P1P2	1
GM2A	GM2A_+_150632784.23-P1P2	1
GMDS	GMDS_+_2245477.23-P1P2	1
GMDS	GMDS_+_2245796.23-P1P2	1
GMDS	GMDS_-_2245355.23-P1P2	1
GMPR	GMPR_+_16239228.23-P1P2	1
GMPR	GMPR_-_16239014.23-P1P2	1
GMPR	GMPR_-_16239175.23-P1P2	1
GNAT1	GNAT1_+_50229101.23-P1	1
GNAT1	GNAT1_+_50229466.23-P1	1
GNAT1	GNAT1_+_50229504.23-P1	1
GNAT1	GNAT1_+_50230568.23-P2	1
GNAT1	GNAT1_-_50229164.23-P1	1
GNAT1	GNAT1_-_50230342.23-P2	1
GNB1	GNB1_+_1821866.23-P1P2	1
GNB1	GNB1_+_1822478.23-P1P2	1
GNB1	GNB1_-_1822119.23-P1P2	1
GNB1	GNB1_-_1822505.23-P1P2	1
GNB1	GNB1_-_1822511.23-P1P2	1
GNE	GNE_+_36257972.23-P1P2	1
GNE	GNE_+_36258410.23-P1P2	1
GNE	GNE_-_36258002.23-P1P2	1
GNE	GNE_-_36258191.23-P1P2	1
GNG2	GNG2_+_52327382.23-P1P2	1
GNG2	GNG2_+_52327394.23-P1P2	1
GNG2	GNG2_-_52327621.23-P1P2	1
GNGT1	GNGT1_-_93536213.23-P1P2	1
GNLY	GNLY_+_85921534.23-P1P2	1
GNLY	GNLY_+_85921539.23-P1P2	1
GNLY	GNLY_+_85921558.23-P1P2	1
GNMT	GNMT_+_42928548.23-P1P2	1
GNMT	GNMT_-_42928541.23-P1P2	1
GNMT	GNMT_-_42928897.23-P1P2	1
GNPDA1	GNPDA1_+_141392550.23-P1P2	1
GNPDA1	GNPDA1_-_141392164.23-P1P2	1
GNRHR	GNRHR_+_68620058.23-P1P2	1
GNRHR	GNRHR_-_68619634.23-P1P2	1
GOT1	GOT1_+_101190059.23-P1P2	1
GOT1	GOT1_-_101190312.23-P1P2	1
GOT1	GOT1_-_101190398.23-P1P2	1
GOT2	GOT2_+_58767777.23-P1P2	1
GOT2	GOT2_-_58767684.23-P1P2	1
GOT2	GOT2_-_58768144.23-P1P2	1
GOT2	GOT2_-_58768198.23-P1P2	1
GP1BA	GP1BA_-_4835613.23-P1P2	1
GP9	GP9_+_128779645.23-P1P2	1
GP9	GP9_-_128779693.23-P1P2	1
GPD1	GPD1_-_50497793.23-P1P2	1
GPD1	GPD1_-_50497836.23-P1P2	1
GPD1	GPD1_-_50498241.23-P1P2	1
GPR18	GPR18_+_99910456.23-P1P2	1
GPR18	GPR18_-_99910604.23-P1P2	1
GPR18	GPR18_-_99910611.23-P1P2	1
GPRC5A	GPRC5A_+_13044515.23-P1	1
GPRC5A	GPRC5A_+_13061925.23-P2	1
GPRC5A	GPRC5A_-_13044529.23-P1	1
GPRC5A	GPRC5A_-_13044967.23-P1	1
GPRC5A	GPRC5A_-_13044976.23-P1	1
GPRC5A	GPRC5A_-_13061940.23-P2	1
GPT2	GPT2_+_46918362.23-P1P2	1
GPT2	GPT2_-_46918266.23-P1P2	1
GPT2	GPT2_-_46918639.23-P1P2	1
GPX1	GPX1_+_49395777.23-P1P2	1
GPX1	GPX1_+_49395780.23-P1P2	1
GPX1	GPX1_-_49395380.23-P1P2	1
GPX1	GPX1_-_49395761.23-P1P2	1
GPX2	GPX2_+_65409440.23-P1P2	1
GPX3	GPX3_+_150400191.23-P1P2	1
GPX3	GPX3_+_150400210.23-P1P2	1
GPX3	GPX3_+_150400590.23-P1P2	1
GPX3	GPX3_-_150400548.23-P1P2	1
GPX5	GPX5_-_28493808.23-P1P2	1
GPX6	GPX6_-_28483123.23-ENST00000361902.1	1
GPX6	GPX6_-_28483145.23-ENST00000361902.1	1
GPX6	GPX6_-_28483521.23-ENST00000361902.1	1
GPX7	GPX7_+_53068116.23-P1P2	1
GPX7	GPX7_+_53068476.23-P1P2	1
GPX7	GPX7_-_53068084.23-P1P2	1
GPX7	GPX7_-_53068090.23-P1P2	1
GPX8	GPX8_+_54456002.23-P1P2	1
GPX8	GPX8_+_54456026.23-P1P2	1
GRIA1	GRIA1_-_152870211.23-P1P2	1
GRIA1	GRIA1_-_152870655.23-P1P2	1
GRIA1	GRIA1_-_152870689.23-P1P2	1
GRIA2	GRIA2_+_158141968.23-P1P2	1
GRIA2	GRIA2_-_158142037.23-P1P2	1
GRIA3	GRIA3_-_122318521.23-P1P2	1
GRID1	GRID1_-_88126110.23-P1P2	1
GRID1	GRID1_-_88126122.23-P1P2	1
GRID1	GRID1_-_88126467.23-P1P2	1
GRID1	GRID1_-_88126555.23-P1P2	1
GRID2	GRID2_-_93225173.23-P1P2	1
GRID2	GRID2_-_93225352.23-P1P2	1
GRIK2	GRIK2_+_101847183.23-P1P2	1
GRIK2	GRIK2_-_101847118.23-P1P2	1
GRIK3	GRIK3_+_37500085.23-P1P2	1
GRIK3	GRIK3_+_37500088.23-P1P2	1
GRIK3	GRIK3_+_37500091.23-P1P2	1
GRIK3	GRIK3_-_37499612.23-P1P2	1
GRIK3	GRIK3_-_37499714.23-P1P2	1
GRIK4	GRIK4_+_120382491.23-P1P2	1
GRIK4	GRIK4_+_120382860.23-P1P2	1
GRIK5	GRIK5_+_42546649.23-P1P2	1
GRIK5	GRIK5_-_42546540.23-P1P2	1
GRIN1	GRIN1_+_140033612.23-P1P2	1
GRIN1	GRIN1_+_140033621.23-P1P2	1
GRIN1	GRIN1_-_140033647.23-P1P2	1
GRIN2C	GRIN2C_+_72855632.23-P1P2	1
GRIN2C	GRIN2C_+_72855972.23-P1P2	1
GRIN2C	GRIN2C_-_72856661.23-P1P2	1
GRIN2D	GRIN2D_-_48917356.23-P1P2	1
GRIN2D	GRIN2D_-_48917359.23-P1P2	1
GRIN3A	GRIN3A_+_104500339.23-P1P2	1
GRIN3A	GRIN3A_+_104500908.23-P1P2	1
GRIN3A	GRIN3A_-_104500645.23-P1P2	1
GRIN3B	GRIN3B_+_1000372.23-P1P2	1
GRIN3B	GRIN3B_+_1000749.23-P1P2	1
GRIN3B	GRIN3B_-_1000365.23-P1P2	1
GRIN3B	GRIN3B_-_1000399.23-P1P2	1
GRK1	GRK1_+_114321548.23-P1P2	1
GRK1	GRK1_-_114321559.23-P1P2	1
GRK1	GRK1_-_114321565.23-P1P2	1
GRK1	GRK1_-_114321587.23-P1P2	1
GRK4	GRK4_+_2965344.23-P1P2	1
GRK4	GRK4_+_2965359.23-P1P2	1
GRK4	GRK4_+_2965362.23-P1P2	1
GRK4	GRK4_-_2965719.23-P1P2	1
GRK4	GRK4_-_2965781.23-P1P2	1
GRK5	GRK5_+_120967565.23-P1P2	1
GRK5	GRK5_+_120967585.23-P1P2	1
GRK5	GRK5_-_120967155.23-P1P2	1
GRK5	GRK5_-_120967160.23-P1P2	1
GRK5	GRK5_-_120967208.23-P1P2	1
GRK6	GRK6_+_176853720.23-P1P2	1
GRK6	GRK6_+_176853751.23-P1P2	1
GRK6	GRK6_+_176854069.23-P1P2	1
GRK6	GRK6_-_176853915.23-P1P2	1
GRK6	GRK6_-_176854096.23-P1P2	1
GRK7	GRK7_+_141497034.23-P1P2	1
GRK7	GRK7_+_141497099.23-P1P2	1
GRK7	GRK7_-_141497062.23-P1P2	1
GRM2	GRM2_+_51741145.23-P1P2	1
GRM2	GRM2_+_51741150.23-P1P2	1
GRM2	GRM2_+_51741481.23-P1P2	1
GRM2	GRM2_-_51741188.23-P1P2	1
GRM4	GRM4_+_34073246.23-P1	1
GRM4	GRM4_+_34073323.23-P1	1
GRM4	GRM4_+_34113630.23-P2	1
GRM4	GRM4_+_34113795.23-P2	1
GRM4	GRM4_-_34073342.23-P1	1
GRM4	GRM4_-_34113458.23-P2	1
GRM7	GRM7_+_6902886.23-P1	1
GRM7	GRM7_+_6903012.23-P1	1
GRM7	GRM7_+_6904920.23-P2	1
GRM7	GRM7_-_6902837.23-P1	1
GRM7	GRM7_-_6903017.23-P1	1
GRM7	GRM7_-_6903277.23-P1	1
GRM7	GRM7_-_6904485.23-P2	1
GRM7	GRM7_-_6904500.23-P2	1
GRM7	GRM7_-_6904511.23-P2	1
GRM7	GRM7_-_6904514.23-P2	1
GRM8	GRM8_+_126892530.23-P1P2	1
GRM8	GRM8_-_126892954.23-P1P2	1
GRM8	GRM8_-_126892966.23-P1P2	1
GSG2	GSG2_+_3627223.23-P1P2	1
GSG2	GSG2_+_3627244.23-P1P2	1
GSG2	GSG2_+_3627407.23-P1P2	1
GSG2	GSG2_+_3627637.23-P1P2	1
GSG2	GSG2_-_3627392.23-P1P2	1
GSK3A	GSK3A_+_42746307.23-P1P2	1
GSK3A	GSK3A_+_42746705.23-P1P2	1
GSK3A	GSK3A_+_42746716.23-P1P2	1
GSK3B	GSK3B_+_119813213.23-P1P2	1
GSK3B	GSK3B_-_119812857.23-P1P2	1
GSK3B	GSK3B_-_119812860.23-P1P2	1
GSK3B	GSK3B_-_119812883.23-P1P2	1
GSK3B	GSK3B_-_119812886.23-P1P2	1
GSR	GSR_+_30584949.23-P1P2	1
GSR	GSR_-_30584836.23-P1P2	1
GSR	GSR_-_30585038.23-P1P2	1
GSS	GSS_+_33543544.23-P1P2	1
GSS	GSS_+_33543563.23-P1P2	1
GSS	GSS_-_33543186.23-P1P2	1
GSS	GSS_-_33543190.23-P1P2	1
GSTA2	GSTA2_+_52627787.23-P1P2	1
GSTA2	GSTA2_+_52628258.23-P1P2	1
GSTA2	GSTA2_-_52628266.23-P1P2	1
GSTA2	GSTA2_-_52628270.23-P1P2	1
GSTA3	GSTA3_+_52774023.23-P1P2	1
GSTA3	GSTA3_+_52774140.23-P1P2	1
GSTA3	GSTA3_+_52774186.23-P1P2	1
GSTA4	GSTA4_-_52858967.23-P2	1
GSTA4	GSTA4_-_52860063.23-P1	1
GSTA4	GSTA4_-_52860094.23-P1	1
GSTA5	GSTA5_+_52710455.23-P1P2	1
GSTA5	GSTA5_-_52710472.23-P1P2	1
GSTA5	GSTA5_-_52710823.23-P1P2	1
GSTA5	GSTA5_-_52710834.23-P1P2	1
GSTA5	GSTA5_-_52710887.23-P1P2	1
GSTK1	GSTK1_+_142960618.23-P1P2	1
GSTK1	GSTK1_+_142960625.23-P1P2	1
GSTK1	GSTK1_-_142961014.23-P1P2	1
GSTM4	GSTM4_+_110198783.23-P1P2	1
GSTM4	GSTM4_+_110198946.23-P1P2	1
GSTM4	GSTM4_+_110199134.23-P1P2	1
GSTM4	GSTM4_-_110198757.23-P1P2	1
GSTO1	GSTO1_+_106014654.23-P1P2	1
GSTO1	GSTO1_+_106015060.23-P1P2	1
GSTO1	GSTO1_-_106014695.23-P1P2	1
GSTO2	GSTO2_+_106034926.23-P1P2	1
GSTO2	GSTO2_+_106034962.23-P1P2	1
GSTO2	GSTO2_+_106035044.23-P1P2	1
GSTO2	GSTO2_-_106034934.23-P1P2	1
GSTO2	GSTO2_-_106035014.23-P1P2	1
GSTT2	GSTT2_+_24322377.23-P1P2	1
GSTT2	GSTT2_+_24322380.23-P1P2	1
GSTT2	GSTT2_-_24322392.23-P1P2	1
GUCA1A	GUCA1A_+_42123160.23-P1	1
GUCA1A	GUCA1A_+_42123169.23-P1	1
GUCA1A	GUCA1A_+_42123385.23-P1	1
GUCA1A	GUCA1A_+_42141199.23-P2	1
GUCA1A	GUCA1A_-_42123588.23-P1	1
GUCA1A	GUCA1A_-_42141519.23-P2	1
GUCA1A	GUCA1A_-_42141562.23-P2	1
GUCA1A	GUCA1A_-_42141603.23-P2	1
GUCY2C	GUCY2C_+_14849470.23-P1P2	1
GUCY2C	GUCY2C_-_14849137.23-P1P2	1
GUCY2C	GUCY2C_-_14849479.23-P1P2	1
GUCY2D	GUCY2D_+_7906010.23-P1P2	1
GUCY2D	GUCY2D_-_7905995.23-P1P2	1
GUCY2F	GUCY2F_+_108725202.23-P1P2	1
GUCY2F	GUCY2F_-_108725033.23-P1P2	1
GUCY2F	GUCY2F_-_108725317.23-P1P2	1
GUK1	GUK1_+_228328394.23-P1P2	1
GUSB	GUSB_+_65447180.23-P1P2	1
GUSB	GUSB_+_65447191.23-P1P2	1
GUSB	GUSB_-_65446788.23-P1P2	1
GUSB	GUSB_-_65446877.23-P1P2	1
GUSB	GUSB_-_65447165.23-P1P2	1
GYG1	GYG1_+_148709356.23-P1P2	1
GYG1	GYG1_+_148709361.23-P1P2	1
GYG1	GYG1_+_148709771.23-P1P2	1
GZMB	GZMB_+_25103382.23-P1P2	1
GZMB	GZMB_-_25103117.23-P1P2	1
GZMB	GZMB_-_25103326.23-P1P2	1
GZMB	GZMB_-_25103391.23-P1P2	1
H6PD	H6PD_+_9294901.23-P1	1
H6PD	H6PD_+_9295077.23-P1	1
H6PD	H6PD_+_9295297.23-P1	1
H6PD	H6PD_+_9295321.23-P1	1
H6PD	H6PD_-_9295306.23-P1	1
H6PD	H6PD_-_9299938.23-P2	1
H6PD	H6PD_-_9299966.23-P2	1
HADHA	HADHA_+_26467495.23-P1P2	1
HADHA	HADHA_-_26467402.23-P1P2	1
HADHA	HADHA_-_26467504.23-P1P2	1
HADH	HADH_+_108911006.23-P1P2	1
HADH	HADH_+_108911030.23-P1P2	1
HADH	HADH_+_108911047.23-P1P2	1
HADH	HADH_-_108911026.23-P1P2	1
HAGH	HAGH_+_1876430.23-P1P2	1
HAGH	HAGH_+_1876571.23-P1P2	1
HAGH	HAGH_+_1876777.23-P1P2	1
HAGH	HAGH_-_1876447.23-P1P2	1
HAL	HAL_+_96389614.23-P1P2	1
HAL	HAL_+_96389648.23-P1P2	1
HAL	HAL_-_96389300.23-P1P2	1
HAL	HAL_-_96389642.23-P1P2	1
HAL	HAL_-_96389684.23-P1P2	1
HAO1	HAO1_-_7920865.23-P1P2	1
HAO1	HAO1_-_7921077.23-P1P2	1
HAO2	HAO2_+_119911461.23-P1P2	1
HAO2	HAO2_-_119911660.23-P1P2	1
HARS	HARS_+_140070519.23-P1P2	1
HBA1	HBA1_+_223098.23-P2	1
HBA1	HBA1_+_223275.23-P2	1
HBA1	HBA1_+_227079.23-P1	1
HBA1	HBA1_-_222868.23-P2	1
HBA1	HBA1_-_222872.23-P2	1
HBA1	HBA1_-_226676.23-P1	1
HBA1	HBA1_-_226718.23-P1	1
HBB	HBB_+_5248109.23-P1	1
HBB	HBB_+_5255521.23-P2	1
HBB	HBB_+_5255765.23-P2	1
HBB	HBB_-_5255449.23-P2	1
HBB	HBB_-_5255468.23-P2	1
HBG1	HBG1_+_5269094.23-P1P2	1
HBG1	HBG1_+_5269180.23-P1P2	1
HBG1	HBG1_+_5269261.23-P1P2	1
HCK	HCK_+_30640471.23-P1P2	1
HCK	HCK_-_30640089.23-P1P2	1
HCK	HCK_-_30640102.23-P1P2	1
HCK	HCK_-_30640478.23-P1P2	1
HCN2	HCN2_+_590106.23-P1P2	1
HCN2	HCN2_+_590306.23-P1P2	1
HCN2	HCN2_-_590253.23-P1P2	1
HCRT	HCRT_+_40337450.23-P1P2	1
HCRT	HCRT_-_40337223.23-P1P2	1
HCRT	HCRT_-_40337400.23-P1P2	1
HCRT	HCRT_-_40337405.23-P1P2	1
HCRT	HCRT_-_40337418.23-P1P2	1
HDC	HDC_+_50557899.23-P1P2	1
HDC	HDC_+_50557907.23-P1P2	1
HDC	HDC_-_50557885.23-P1P2	1
HDC	HDC_-_50557927.23-P1P2	1
HDHD1	HDHD1_+_7065786.23-P1P2	1
HDHD1	HDHD1_+_7065795.23-P1P2	1
HDHD1	HDHD1_-_7065801.23-P1P2	1
HDHD1	HDHD1_-_7065953.23-P1P2	1
HEXB	HEXB_+_73981118.23-P1P2	1
HEXB	HEXB_+_73981464.23-P1P2	1
HEXB	HEXB_+_73981521.23-P1P2	1
HEXB	HEXB_-_73981067.23-P1P2	1
HEXB	HEXB_-_73981105.23-P1P2	1
HGS	HGS_-_79651058.23-P1P2	1
HGS	HGS_-_79651479.23-P1P2	1
HIBADH	HIBADH_-_27702365.23-P1P2	1
HIBADH	HIBADH_-_27702375.23-P1P2	1
HIBADH	HIBADH_-_27702399.23-P1P2	1
HIBCH	HIBCH_+_191184452.23-P1P2	1
HIBCH	HIBCH_+_191184455.23-P1P2	1
HIBCH	HIBCH_-_191184520.23-P1P2	1
HIF1AN	HIF1AN_+_102295743.23-P1P2	1
HIF1AN	HIF1AN_-_102295706.23-P1P2	1
HIF1AN	HIF1AN_-_102295874.23-P1P2	1
HIF1AN	HIF1AN_-_102296116.23-P1P2	1
HINT1	HINT1_+_130500894.23-P1P2	1
HINT1	HINT1_-_130500928.23-P1P2	1
HIPK1	HIPK1_+_114472056.23-P1P2	1
HIPK1	HIPK1_+_114472488.23-P1P2	1
HIPK1	HIPK1_-_114472261.23-P1P2	1
HIPK1	HIPK1_-_114472297.23-P1P2	1
HIPK2	HIPK2_+_139477395.23-P1P2	1
HIPK2	HIPK2_+_139477507.23-P1P2	1
HIPK2	HIPK2_-_139477426.23-P1P2	1
HIPK2	HIPK2_-_139477832.23-P1P2	1
HIPK3	HIPK3_+_33279270.23-P1	1
HIPK3	HIPK3_+_33279922.23-P2	1
HIPK3	HIPK3_+_33280265.23-P2	1
HIPK3	HIPK3_+_33280376.23-P2	1
HIPK3	HIPK3_-_33279241.23-P1	1
HIPK3	HIPK3_-_33279933.23-P2	1
HIPK4	HIPK4_+_40895601.23-P1P2	1
HIPK4	HIPK4_+_40896058.23-P1P2	1
HIPK4	HIPK4_-_40896070.23-P1P2	1
HK1	HK1_+_71079078.23-P1	1
HK1	HK1_-_71075601.23-P2	1
HK1	HK1_-_71075613.23-P2	1
HK1	HK1_-_71075952.23-P2	1
HK1	HK1_-_71076005.23-P2	1
HK2	HK2_+_75061095.23-P1P2	1
HK2	HK2_+_75061648.23-P1P2	1
HK2	HK2_+_75061651.23-P1P2	1
HK2	HK2_+_75061689.23-P1P2	1
HK2	HK2_-_75061288.23-P1P2	1
HK3	HK3_+_176325831.23-P1P2	1
HK3	HK3_-_176326271.23-P1P2	1
HLA-A	HLA-A_+_29910324.23-P1P2	1
HLA-A	HLA-A_+_29910753.23-P1P2	1
HLA-A	HLA-A_-_29910342.23-P1P2	1
HLA-A	HLA-A_-_29910667.23-P1P2	1
HLA-A	HLA-A_-_29911131.23-P1P2	1
HLA-B	HLA-B_+_31324800.23-P1P2	1
HLA-B	HLA-B_+_31324842.23-P1P2	1
HLA-B	HLA-B_+_31324922.23-P1P2	1
HLA-B	HLA-B_-_31324642.23-P1P2	1
HLA-DQA2	HLA-DQA2_+_32709257.23-P1P2	1
HLA-DQA2	HLA-DQA2_+_32709464.23-P1P2	1
HLA-DQA2	HLA-DQA2_-_32709561.23-P1P2	1
HLA-DQB1	HLA-DQB1_+_32632625.23-P2	1
HLA-DQB1	HLA-DQB1_+_32632695.23-P2	1
HLA-DQB1	HLA-DQB1_+_32634466.23-P1	1
HLA-DQB1	HLA-DQB1_-_32632280.23-P2	1
HLA-DQB1	HLA-DQB1_-_32634357.23-P1	1
HLA-DQB1	HLA-DQB1_-_32634450.23-P1	1
HLA-DRB1	HLA-DRB1_+_32557252.23-P1P2	1
HLA-DRB1	HLA-DRB1_+_32557601.23-P1P2	1
HLA-DRB1	HLA-DRB1_-_32557272.23-P1P2	1
HLCS	HLCS_+_38338857.23-P1	1
HLCS	HLCS_+_38362446.23-P2	1
HLCS	HLCS_+_38362476.23-P2	1
HLCS	HLCS_-_38338547.23-P1	1
HLCS	HLCS_-_38338867.23-P1	1
HLCS	HLCS_-_38338917.23-P1	1
HLCS	HLCS_-_38362080.23-P2	1
HMGCL	HMGCL_+_24151717.23-P1P2	1
HMGCL	HMGCL_+_24151864.23-P1P2	1
HMGCL	HMGCL_+_24151890.23-P1P2	1
HMGCS1	HMGCS1_-_43313473.23-P1P2	1
HMOX2	HMOX2_+_4524765.23-P2	1
HMOX2	HMOX2_+_4526369.23-P1	1
HMOX2	HMOX2_+_4526391.23-P1	1
HMOX2	HMOX2_+_4526421.23-P1	1
HMOX2	HMOX2_-_4524776.23-P2	1
